Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, WV,Wirt County,54105,"Non-Injury, no intent classified",9,1033,110416,935.6,878.5,992.6,29.1,0.00%
, WV,Wood County,54107,Unintentional,1,777,1649739,47.1,43.8,50.4,1.7,0.00%
, WV,Wood County,54107,Suicide,2,243,1649739,14.7,12.9,16.6,0.9,0.00%
, WV,Wood County,54107,Homicide,3,52,1649739,3.2,2.4,4.1,0.4,0.00%
, WV,Wood County,54107,Undetermined ,4,38,1649739,2.3,1.6,3.2,0.4,0.00%
, WV,Wood County,54107,"Non-Injury, no intent classified",9,18218,1649739,1104.3,1088.3,1120.3,8.2,0.00%
, WV,Wyoming County,54109,Unintentional,1,533,452923,117.7,107.7,127.7,5.1,0.00%
, WV,Wyoming County,54109,Suicide,2,86,452923,19,15.2,23.4,2,0.00%
, WV,Wyoming County,54109,Homicide,3,37,452923,8.2,5.8,11.3,1.3,0.00%
, WV,Wyoming County,54109,Undetermined ,4,17,452923,Unreliable,2.2,6,0.9,0.00%
, WV,Wyoming County,54109,"Non-Injury, no intent classified",9,5299,452923,1170,1138.5,1201.5,16.1,0.00%
, WI,Adams County,55001,Unintentional,1,276,388193,71.1,62.7,79.5,4.3,0.00%
, WI,Adams County,55001,Suicide,2,78,388193,20.1,15.9,25.1,2.3,0.00%
, WI,Adams County,55001,"Non-Injury, no intent classified",9,4297,388193,1106.9,1073.8,1140,16.9,0.00%
, WI,Ashland County,55003,Unintentional,1,166,309225,53.7,45.5,61.8,4.2,0.00%
, WI,Ashland County,55003,Suicide,2,44,309225,14.2,10.3,19.1,2.1,0.00%
, WI,Ashland County,55003,"Non-Injury, no intent classified",9,3404,309225,1100.8,1063.8,1137.8,18.9,0.00%
, WI,Barron County,55005,Unintentional,1,438,866191,50.6,45.8,55.3,2.4,0.00%
, WI,Barron County,55005,Suicide,2,110,866191,12.7,10.3,15.1,1.2,0.00%
, WI,Barron County,55005,Homicide,3,19,866191,Unreliable,1.3,3.4,0.5,0.00%
, WI,Barron County,55005,"Non-Injury, no intent classified",9,8621,866191,995.3,974.3,1016.3,10.7,0.00%
, WI,Bayfield County,55007,Unintentional,1,167,286401,58.3,49.5,67.2,4.5,0.00%
, WI,Bayfield County,55007,Suicide,2,48,286401,16.8,12.4,22.2,2.4,0.00%
, WI,Bayfield County,55007,"Non-Injury, no intent classified",9,2703,286401,943.8,908.2,979.4,18.2,0.00%
, WI,Brown County,55009,Unintentional,1,1638,4640127,35.3,33.6,37,0.9,0.00%
, WI,Brown County,55009,Suicide,2,630,4640127,13.6,12.5,14.6,0.5,0.00%
, WI,Brown County,55009,Homicide,3,91,4640127,2,1.6,2.4,0.2,0.00%
, WI,Brown County,55009,Undetermined ,4,59,4640127,1.3,1,1.6,0.2,0.00%
, WI,Brown County,55009,Legal Intervention / Operations of War,5,11,4640127,Unreliable,0.1,0.4,0.1,0.00%
, WI,Brown County,55009,"Non-Injury, no intent classified",9,30240,4640127,651.7,644.4,659.1,3.7,0.10%
, WI,Buffalo County,55011,Unintentional,1,120,258355,46.4,38.1,54.8,4.2,0.00%
, WI,Buffalo County,55011,Suicide,2,37,258355,14.3,10.1,19.7,2.4,0.00%
, WI,Buffalo County,55011,"Non-Injury, no intent classified",9,2362,258355,914.2,877.4,951.1,18.8,0.00%
, WI,Burnett County,55013,Unintentional,1,204,297250,68.6,59.2,78,4.8,0.00%
, WI,Burnett County,55013,Suicide,2,45,297250,15.1,11,20.3,2.3,0.00%
, WI,Burnett County,55013,"Non-Injury, no intent classified",9,3138,297250,1055.7,1018.7,1092.6,18.8,0.00%
, WI,Calumet County,55015,Unintentional,1,298,889622,33.5,29.7,37.3,1.9,0.00%
, WI,Calumet County,55015,Suicide,2,93,889622,10.5,8.4,12.8,1.1,0.00%
, WI,Calumet County,55015,"Non-Injury, no intent classified",9,5488,889622,616.9,600.6,633.2,8.3,0.00%
, WI,Chippewa County,55017,Unintentional,1,589,1148429,51.3,47.1,55.4,2.1,0.00%
, WI,Chippewa County,55017,Suicide,2,187,1148429,16.3,13.9,18.6,1.2,0.00%
, WI,Chippewa County,55017,Undetermined ,4,20,1148429,1.7,1.1,2.7,0.4,0.00%
, WI,Chippewa County,55017,"Non-Injury, no intent classified",9,9303,1148429,810.1,793.6,826.5,8.4,0.00%
, WI,Clark County,55019,Unintentional,1,355,651876,54.5,48.8,60.1,2.9,0.00%
, WI,Clark County,55019,Suicide,2,76,651876,11.7,9.2,14.6,1.3,0.00%
, WI,Clark County,55019,"Non-Injury, no intent classified",9,5846,651876,896.8,873.8,919.8,11.7,0.00%
, WI,Columbia County,55021,Unintentional,1,597,1055012,56.6,52,61.1,2.3,0.00%
, WI,Columbia County,55021,Suicide,2,175,1055012,16.6,14.1,19,1.3,0.00%
, WI,Columbia County,55021,Homicide,3,19,1055012,Unreliable,1.1,2.8,0.4,0.00%
, WI,Columbia County,55021,"Non-Injury, no intent classified",9,8983,1055012,851.5,833.9,869.1,9,0.00%
, WI,Crawford County,55023,Unintentional,1,177,318213,55.6,47.4,63.8,4.2,0.00%
, WI,Crawford County,55023,Suicide,2,47,318213,14.8,10.9,19.6,2.2,0.00%
, WI,Crawford County,55023,"Non-Injury, no intent classified",9,3080,318213,967.9,933.7,1002.1,17.4,0.00%
, WI,Dane County,55025,Unintentional,1,3409,9090574,37.5,36.2,38.8,0.6,0.00%
, WI,Dane County,55025,Suicide,2,1088,9090574,12,11.3,12.7,0.4,0.00%
, WI,Dane County,55025,Homicide,3,150,9090574,1.7,1.4,1.9,0.1,0.00%
, WI,Dane County,55025,Undetermined ,4,32,9090574,0.4,0.2,0.5,0.1,0.00%
, WI,Dane County,55025,Legal Intervention / Operations of War,5,14,9090574,Unreliable,0.1,0.3,0,0.00%
, WI,Dane County,55025,"Non-Injury, no intent classified",9,49730,9090574,547.1,542.2,551.9,2.5,0.10%
, WI,Dodge County,55027,Unintentional,1,928,1671275,55.5,52,59.1,1.8,0.00%
, WI,Dodge County,55027,Suicide,2,225,1671275,13.5,11.7,15.2,0.9,0.00%
, WI,Dodge County,55027,Homicide,3,16,1671275,Unreliable,0.5,1.6,0.2,0.00%
, WI,Dodge County,55027,Undetermined ,4,12,1671275,Unreliable,0.4,1.3,0.2,0.00%
, WI,Dodge County,55027,"Non-Injury, no intent classified",9,15280,1671275,914.3,899.8,928.8,7.4,0.00%
, WI,Door County,55029,Unintentional,1,284,530496,53.5,47.3,59.8,3.2,0.00%
, WI,Door County,55029,Suicide,2,90,530496,17,13.6,20.9,1.8,0.00%
, WI,Door County,55029,"Non-Injury, no intent classified",9,5662,530496,1067.3,1039.5,1095.1,14.2,0.00%
, WI,Douglas County,55031,Unintentional,1,419,830245,50.5,45.6,55.3,2.5,0.00%
, WI,Douglas County,55031,Suicide,2,123,830245,14.8,12.2,17.4,1.3,0.00%
, WI,Douglas County,55031,Homicide,3,18,830245,Unreliable,1.3,3.4,0.5,0.00%
, WI,Douglas County,55031,Undetermined ,4,13,830245,Unreliable,0.8,2.7,0.4,0.00%
, WI,Douglas County,55031,"Non-Injury, no intent classified",9,7622,830245,918,897.4,938.7,10.5,0.00%
, WI,Dunn County,55033,Unintentional,1,365,812971,44.9,40.3,49.5,2.4,0.00%
, WI,Dunn County,55033,Suicide,2,93,812971,11.4,9.2,14,1.2,0.00%
, WI,Dunn County,55033,"Non-Injury, no intent classified",9,5222,812971,642.3,624.9,659.8,8.9,0.00%
, WI,Eau Claire County,55035,Unintentional,1,698,1857358,37.6,34.8,40.4,1.4,0.00%
, WI,Eau Claire County,55035,Suicide,2,251,1857358,13.5,11.8,15.2,0.9,0.00%
, WI,Eau Claire County,55035,Homicide,3,23,1857358,1.2,0.8,1.9,0.3,0.00%
, WI,Eau Claire County,55035,Undetermined ,4,18,1857358,Unreliable,0.6,1.5,0.2,0.00%
, WI,Eau Claire County,55035,"Non-Injury, no intent classified",9,13349,1857358,718.7,706.5,730.9,6.2,0.00%
, WI,Florence County,55037,Unintentional,1,42,89077,47.2,34,63.7,7.3,0.00%
, WI,Florence County,55037,"Non-Injury, no intent classified",9,1011,89077,1135,1065,1204.9,35.7,0.00%
, WI,Fond du Lac County,55039,Unintentional,1,915,1905639,48,44.9,51.1,1.6,0.00%
, WI,Fond du Lac County,55039,Suicide,2,280,1905639,14.7,13,16.4,0.9,0.00%
, WI,Fond du Lac County,55039,Homicide,3,13,1905639,Unreliable,0.4,1.2,0.2,0.00%
, WI,Fond du Lac County,55039,Undetermined ,4,22,1905639,1.2,0.7,1.7,0.2,0.00%
, WI,Fond du Lac County,55039,"Non-Injury, no intent classified",9,16332,1905639,857,843.9,870.2,6.7,0.00%
, WI,Forest County,55041,Unintentional,1,145,180876,80.2,67.1,93.2,6.7,0.00%
, WI,Forest County,55041,Suicide,2,27,180876,14.9,9.8,21.7,2.9,0.00%
, WI,Forest County,55041,Homicide,3,10,180876,Unreliable,2.7,10.2,1.7,0.00%
, WI,Forest County,55041,"Non-Injury, no intent classified",9,1995,180876,1103,1054.6,1151.4,24.7,0.00%
, WI,Grant County,55043,Unintentional,1,438,964234,45.4,41.2,49.7,2.2,0.00%
, WI,Grant County,55043,Suicide,2,120,964234,12.4,10.2,14.7,1.1,0.00%
, WI,Grant County,55043,"Non-Injury, no intent classified",9,8888,964234,921.8,902.6,940.9,9.8,0.00%
, WI,Green County,55045,Unintentional,1,319,680783,46.9,41.7,52,2.6,0.00%
, WI,Green County,55045,Suicide,2,87,680783,12.8,10.2,15.8,1.4,0.00%
, WI,Green County,55045,Undetermined ,4,13,680783,Unreliable,1,3.3,0.5,0.00%
, WI,Green County,55045,"Non-Injury, no intent classified",9,5806,680783,852.8,830.9,874.8,11.2,0.00%
, WI,Green Lake County,55047,Unintentional,1,202,362165,55.8,48.1,63.5,3.9,0.00%
, WI,Green Lake County,55047,Suicide,2,57,362165,15.7,11.9,20.4,2.1,0.00%
, WI,Green Lake County,55047,"Non-Injury, no intent classified",9,4119,362165,1137.3,1102.6,1172.1,17.7,0.00%
, WI,Iowa County,55049,Unintentional,1,236,445554,53,46.2,59.7,3.4,0.00%
, WI,Iowa County,55049,Suicide,2,58,445554,13,9.9,16.8,1.7,0.00%
, WI,Iowa County,55049,"Non-Injury, no intent classified",9,3488,445554,782.8,756.9,808.8,13.3,0.00%
, WI,Iron County,55051,Unintentional,1,76,117916,64.5,50.8,80.7,7.4,0.00%
, WI,Iron County,55051,Suicide,2,19,117916,Unreliable,9.7,25.2,3.7,0.00%
, WI,Iron County,55051,"Non-Injury, no intent classified",9,1578,117916,1338.2,1272.2,1404.3,33.7,0.00%
, WI,Jackson County,55053,Unintentional,1,231,381232,60.6,52.8,68.4,4,0.00%
, WI,Jackson County,55053,Suicide,2,64,381232,16.8,12.9,21.4,2.1,0.00%
, WI,Jackson County,55053,Homicide,3,13,381232,Unreliable,1.8,5.8,0.9,0.00%
, WI,Jackson County,55053,"Non-Injury, no intent classified",9,3491,381232,915.7,885.3,946.1,15.5,0.00%
, WI,Jefferson County,55055,Unintentional,1,661,1544984,42.8,39.5,46,1.7,0.00%
, WI,Jefferson County,55055,Suicide,2,198,1544984,12.8,11,14.6,0.9,0.00%
, WI,Jefferson County,55055,Homicide,3,17,1544984,Unreliable,0.6,1.8,0.3,0.00%
, WI,Jefferson County,55055,"Non-Injury, no intent classified",9,10988,1544984,711.2,697.9,724.5,6.8,0.00%
, WI,Juneau County,55057,Unintentional,1,352,494352,71.2,63.8,78.6,3.8,0.00%
, WI,Juneau County,55057,Suicide,2,86,494352,17.4,13.9,21.5,1.9,0.00%
, WI,Juneau County,55057,"Non-Injury, no intent classified",9,4969,494352,1005.2,977.2,1033.1,14.3,0.00%
, WI,Kenosha County,55059,Unintentional,1,1487,3075356,48.4,45.9,50.8,1.3,0.00%
, WI,Kenosha County,55059,Suicide,2,430,3075356,14,12.7,15.3,0.7,0.00%
, WI,Kenosha County,55059,Homicide,3,92,3075356,3,2.4,3.7,0.3,0.00%
, WI,Kenosha County,55059,Undetermined ,4,88,3075356,2.9,2.3,3.5,0.3,0.00%
, WI,Kenosha County,55059,"Non-Injury, no intent classified",9,22850,3075356,743,733.4,752.6,4.9,0.00%
, WI,Kewaunee County,55061,Unintentional,1,174,389238,44.7,38.1,51.3,3.4,0.00%
, WI,Kewaunee County,55061,Suicide,2,35,389238,9,6.3,12.5,1.5,0.00%
, WI,Kewaunee County,55061,"Non-Injury, no intent classified",9,3279,389238,842.4,813.6,871.2,14.7,0.00%
, WI,La Crosse County,55063,Unintentional,1,902,2143443,42.1,39.3,44.8,1.4,0.00%
, WI,La Crosse County,55063,Suicide,2,286,2143443,13.3,11.8,14.9,0.8,0.00%
, WI,La Crosse County,55063,Homicide,3,27,2143443,1.3,0.8,1.8,0.2,0.00%
, WI,La Crosse County,55063,Undetermined ,4,62,2143443,2.9,2.2,3.7,0.4,0.00%
, WI,La Crosse County,55063,"Non-Injury, no intent classified",9,16428,2143443,766.4,754.7,778.2,6,0.00%
, WI,Lafayette County,55065,Unintentional,1,180,316393,56.9,48.6,65.2,4.2,0.00%
, WI,Lafayette County,55065,Suicide,2,41,316393,13,9.3,17.6,2,0.00%
, WI,Lafayette County,55065,Homicide,3,10,316393,Unreliable,1.5,5.8,1,0.00%
, WI,Lafayette County,55065,"Non-Injury, no intent classified",9,2422,316393,765.5,735,796,15.6,0.00%
, WI,Langlade County,55067,Unintentional,1,233,381957,61,53.2,68.8,4,0.00%
, WI,Langlade County,55067,Suicide,2,62,381957,16.2,12.4,20.8,2.1,0.00%
, WI,Langlade County,55067,"Non-Injury, no intent classified",9,4128,381957,1080.7,1047.8,1113.7,16.8,0.00%
, WI,Lincoln County,55069,Unintentional,1,320,550402,58.1,51.8,64.5,3.3,0.00%
, WI,Lincoln County,55069,Suicide,2,98,550402,17.8,14.5,21.7,1.8,0.00%
, WI,Lincoln County,55069,Homicide,3,10,550402,Unreliable,0.9,3.3,0.6,0.00%
, WI,Lincoln County,55069,"Non-Injury, no intent classified",9,5655,550402,1027.4,1000.7,1054.2,13.7,0.00%
, WI,Manitowoc County,55071,Unintentional,1,1008,1545958,65.2,61.2,69.2,2.1,0.00%
, WI,Manitowoc County,55071,Suicide,2,228,1545958,14.7,12.8,16.7,1,0.00%
, WI,Manitowoc County,55071,Homicide,3,14,1545958,Unreliable,0.5,1.5,0.2,0.00%
, WI,Manitowoc County,55071,Undetermined ,4,19,1545958,Unreliable,0.7,1.9,0.3,0.00%
, WI,Manitowoc County,55071,"Non-Injury, no intent classified",9,14402,1545958,931.6,916.4,946.8,7.8,0.00%
, WI,Marathon County,55073,Unintentional,1,998,2499416,39.9,37.5,42.4,1.3,0.00%
, WI,Marathon County,55073,Suicide,2,342,2499416,13.7,12.2,15.1,0.7,0.00%
, WI,Marathon County,55073,Homicide,3,43,2499416,1.7,1.2,2.3,0.3,0.00%
, WI,Marathon County,55073,"Non-Injury, no intent classified",9,18875,2499416,755.2,744.4,766,5.5,0.00%
, WI,Marinette County,55075,Unintentional,1,422,799316,52.8,47.8,57.8,2.6,0.00%
, WI,Marinette County,55075,Suicide,2,138,799316,17.3,14.4,20.1,1.5,0.00%
, WI,Marinette County,55075,Homicide,3,14,799316,Unreliable,1,2.9,0.5,0.00%
, WI,Marinette County,55075,"Non-Injury, no intent classified",9,8901,799316,1113.6,1090.4,1136.7,11.8,0.00%
, WI,Marquette County,55077,Unintentional,1,264,289824,91.1,80.1,102.1,5.6,0.00%
, WI,Marquette County,55077,Suicide,2,59,289824,20.4,15.5,26.3,2.7,0.00%
, WI,Marquette County,55077,"Non-Injury, no intent classified",9,2964,289824,1022.7,985.9,1059.5,18.8,0.00%
, WI,Menominee County,55078,Unintentional,1,78,83894,93,73.5,116,10.5,0.00%
, WI,Menominee County,55078,Suicide,2,18,83894,Unreliable,12.7,33.9,5.1,0.00%
, WI,Menominee County,55078,"Non-Injury, no intent classified",9,645,83894,768.8,709.5,828.2,30.3,0.00%
, WI,Milwaukee County,55079,Unintentional,1,9775,17937124,54.5,53.4,55.6,0.6,0.00%
, WI,Milwaukee County,55079,Suicide,2,2015,17937124,11.2,10.7,11.7,0.3,0.00%
, WI,Milwaukee County,55079,Homicide,3,2244,17937124,12.5,12,13,0.3,0.00%
, WI,Milwaukee County,55079,Undetermined ,4,293,17937124,1.6,1.4,1.8,0.1,0.00%
, WI,Milwaukee County,55079,Legal Intervention / Operations of War,5,34,17937124,0.2,0.1,0.3,0,0.00%
, WI,Milwaukee County,55079,"Non-Injury, no intent classified",9,145370,17937124,810.4,806.3,814.6,2.1,0.30%
, WI,Monroe County,55081,Unintentional,1,376,828722,45.4,40.8,50,2.3,0.00%
, WI,Monroe County,55081,Suicide,2,118,828722,14.2,11.7,16.8,1.3,0.00%
, WI,Monroe County,55081,Homicide,3,10,828722,Unreliable,0.6,2.2,0.4,0.00%
, WI,Monroe County,55081,Undetermined ,4,13,828722,Unreliable,0.8,2.7,0.4,0.00%
, WI,Monroe County,55081,"Non-Injury, no intent classified",9,7255,828722,875.4,855.3,895.6,10.3,0.00%
, WI,Oconto County,55083,Unintentional,1,350,705968,49.6,44.4,54.8,2.7,0.00%
, WI,Oconto County,55083,Suicide,2,102,705968,14.4,11.6,17.3,1.4,0.00%
, WI,Oconto County,55083,Homicide,3,15,705968,Unreliable,1.2,3.5,0.5,0.00%
, WI,Oconto County,55083,"Non-Injury, no intent classified",9,6084,705968,861.8,840.1,883.5,11,0.00%
, WI,Oneida County,55085,Unintentional,1,375,689381,54.4,48.9,59.9,2.8,0.00%
, WI,Oneida County,55085,Suicide,2,95,689381,13.8,11.1,16.8,1.4,0.00%
, WI,Oneida County,55085,Homicide,3,10,689381,Unreliable,0.7,2.7,0.5,0.00%
, WI,Oneida County,55085,Undetermined ,4,10,689381,Unreliable,0.7,2.7,0.5,0.00%
, WI,Oneida County,55085,"Non-Injury, no intent classified",9,7599,689381,1102.3,1077.5,1127.1,12.6,0.00%
, WI,Outagamie County,55087,Unintentional,1,1099,3298798,33.3,31.3,35.3,1,0.00%
, WI,Outagamie County,55087,Suicide,2,426,3298798,12.9,11.7,14.1,0.6,0.00%
, WI,Outagamie County,55087,Homicide,3,39,3298798,1.2,0.8,1.6,0.2,0.00%
, WI,Outagamie County,55087,Undetermined ,4,31,3298798,0.9,0.6,1.3,0.2,0.00%
, WI,Outagamie County,55087,"Non-Injury, no intent classified",9,21553,3298798,653.4,644.6,662.1,4.5,0.00%
, WI,Ozaukee County,55089,Unintentional,1,455,1627504,28,25.4,30.5,1.3,0.00%
, WI,Ozaukee County,55089,Suicide,2,169,1627504,10.4,8.8,11.9,0.8,0.00%
, WI,Ozaukee County,55089,Homicide,3,14,1627504,Unreliable,0.5,1.4,0.2,0.00%
, WI,Ozaukee County,55089,"Non-Injury, no intent classified",9,12251,1627504,752.7,739.4,766.1,6.8,0.00%
, WI,Pepin County,55091,Unintentional,1,38,140776,27,19.1,37.1,4.4,0.00%
, WI,Pepin County,55091,Suicide,2,21,140776,14.9,9.2,22.8,3.3,0.00%
, WI,Pepin County,55091,"Non-Injury, no intent classified",9,1342,140776,953.3,902.3,1004.3,26,0.00%
, WI,Pierce County,55093,Unintentional,1,321,754434,42.5,37.9,47.2,2.4,0.00%
, WI,Pierce County,55093,Suicide,2,73,754434,9.7,7.6,12.2,1.1,0.00%
, WI,Pierce County,55093,"Non-Injury, no intent classified",9,4303,754434,570.4,553.3,587.4,8.7,0.00%
, WI,Polk County,55095,Unintentional,1,471,824054,57.2,52,62.3,2.6,0.00%
, WI,Polk County,55095,Suicide,2,142,824054,17.2,14.4,20.1,1.4,0.00%
, WI,Polk County,55095,Homicide,3,11,824054,Unreliable,0.7,2.4,0.4,0.00%
, WI,Polk County,55095,"Non-Injury, no intent classified",9,7296,824054,885.4,865.1,905.7,10.4,0.00%
, WI,Portage County,55097,Unintentional,1,498,1312631,37.9,34.6,41.3,1.7,0.00%
, WI,Portage County,55097,Suicide,2,162,1312631,12.3,10.4,14.2,1,0.00%
, WI,Portage County,55097,Homicide,3,21,1312631,1.6,1,2.4,0.3,0.00%
, WI,Portage County,55097,Undetermined ,4,11,1312631,Unreliable,0.4,1.5,0.3,0.00%
, WI,Portage County,55097,"Non-Injury, no intent classified",9,8501,1312631,647.6,633.9,661.4,7,0.00%
, WI,Price County,55099,Unintentional,1,164,276437,59.3,50.2,68.4,4.6,0.00%
, WI,Price County,55099,Suicide,2,48,276437,17.4,12.8,23,2.5,0.00%
, WI,Price County,55099,"Non-Injury, no intent classified",9,3340,276437,1208.2,1167.3,1249.2,20.9,0.00%
, WI,Racine County,55101,Unintentional,1,1516,3672234,41.3,39.2,43.4,1.1,0.00%
, WI,Racine County,55101,Suicide,2,487,3672234,13.3,12.1,14.4,0.6,0.00%
, WI,Racine County,55101,Homicide,3,118,3672234,3.2,2.6,3.8,0.3,0.00%
, WI,Racine County,55101,Undetermined ,4,37,3672234,1,0.7,1.4,0.2,0.00%
, WI,Racine County,55101,"Non-Injury, no intent classified",9,28913,3672234,787.3,778.3,796.4,4.6,0.10%
, WI,Richland County,55103,Unintentional,1,214,340986,62.8,54.4,71.2,4.3,0.00%
, WI,Richland County,55103,Suicide,2,33,340986,9.7,6.7,13.6,1.7,0.00%
, WI,Richland County,55103,"Non-Injury, no intent classified",9,3154,340986,925,892.7,957.2,16.5,0.00%
, WI,Rock County,55105,Unintentional,1,1513,3005017,50.3,47.8,52.9,1.3,0.00%
, WI,Rock County,55105,Suicide,2,425,3005017,14.1,12.8,15.5,0.7,0.00%
, WI,Rock County,55105,Homicide,3,86,3005017,2.9,2.3,3.5,0.3,0.00%
, WI,Rock County,55105,Undetermined ,4,33,3005017,1.1,0.8,1.5,0.2,0.00%
, WI,Rock County,55105,"Non-Injury, no intent classified",9,24356,3005017,810.5,800.3,820.7,5.2,0.10%
, WI,Rusk County,55107,Unintentional,1,157,280969,55.9,47.1,64.6,4.5,0.00%
, WI,Rusk County,55107,Suicide,2,40,280969,14.2,10.2,19.4,2.3,0.00%
, WI,Rusk County,55107,"Non-Injury, no intent classified",9,3152,280969,1121.8,1082.7,1161,20,0.00%
, WI,St. Croix County,55109,Unintentional,1,456,1501075,30.4,27.6,33.2,1.4,0.00%
, WI,St. Croix County,55109,Suicide,2,178,1501075,11.9,10.1,13.6,0.9,0.00%
, WI,St. Croix County,55109,Homicide,3,21,1501075,1.4,0.9,2.1,0.3,0.00%
, WI,St. Croix County,55109,Undetermined ,4,19,1501075,Unreliable,0.8,2,0.3,0.00%
, WI,St. Croix County,55109,"Non-Injury, no intent classified",9,8886,1501075,592,579.7,604.3,6.3,0.00%
, WI,Sauk County,55111,Unintentional,1,597,1143558,52.2,48,56.4,2.1,0.00%
, WI,Sauk County,55111,Suicide,2,169,1143558,14.8,12.6,17,1.1,0.00%
, WI,Sauk County,55111,Homicide,3,13,1143558,Unreliable,0.6,1.9,0.3,0.00%
, WI,Sauk County,55111,"Non-Injury, no intent classified",9,9959,1143558,870.9,853.8,888,8.7,0.00%
, WI,Sawyer County,55113,Unintentional,1,221,312970,70.6,61.3,79.9,4.7,0.00%
, WI,Sawyer County,55113,Suicide,2,55,312970,17.6,13.2,22.9,2.4,0.00%
, WI,Sawyer County,55113,Homicide,3,20,312970,6.4,3.9,9.9,1.4,0.00%
, WI,Sawyer County,55113,"Non-Injury, no intent classified",9,3442,312970,1099.8,1063,1136.5,18.7,0.00%
, WI,Shawano County,55115,Unintentional,1,388,785617,49.4,44.5,54.3,2.5,0.00%
, WI,Shawano County,55115,Suicide,2,119,785617,15.1,12.4,17.9,1.4,0.00%
, WI,Shawano County,55115,"Non-Injury, no intent classified",9,7950,785617,1011.9,989.7,1034.2,11.3,0.00%
, WI,Sheboygan County,55117,Unintentional,1,904,2176111,41.5,38.8,44.3,1.4,0.00%
, WI,Sheboygan County,55117,Suicide,2,307,2176111,14.1,12.5,15.7,0.8,0.00%
, WI,Sheboygan County,55117,Homicide,3,20,2176111,0.9,0.6,1.4,0.2,0.00%
, WI,Sheboygan County,55117,Undetermined ,4,62,2176111,2.8,2.2,3.7,0.4,0.00%
, WI,Sheboygan County,55117,"Non-Injury, no intent classified",9,18855,2176111,866.5,854.1,878.8,6.3,0.00%
, WI,Taylor County,55119,Unintentional,1,172,385785,44.6,37.9,51.2,3.4,0.00%
, WI,Taylor County,55119,Suicide,2,53,385785,13.7,10.3,18,1.9,0.00%
, WI,Taylor County,55119,"Non-Injury, no intent classified",9,3195,385785,828.2,799.5,856.9,14.7,0.00%
, WI,Trempealeau County,55121,Unintentional,1,281,539960,52,46,58.1,3.1,0.00%
, WI,Trempealeau County,55121,Suicide,2,81,539960,15,11.9,18.6,1.7,0.00%
, WI,Trempealeau County,55121,"Non-Injury, no intent classified",9,5101,539960,944.7,918.8,970.6,13.2,0.00%
, WI,Vernon County,55123,Unintentional,1,274,558806,49,43.2,54.8,3,0.00%
, WI,Vernon County,55123,Suicide,2,75,558806,13.4,10.6,16.8,1.5,0.00%
, WI,Vernon County,55123,"Non-Injury, no intent classified",9,5304,558806,949.2,923.6,974.7,13,0.00%
, WI,Vilas County,55125,Unintentional,1,268,410080,65.4,57.5,73.2,4,0.00%
, WI,Vilas County,55125,Suicide,2,69,410080,16.8,13.1,21.3,2,0.00%
, WI,Vilas County,55125,Undetermined ,4,16,410080,Unreliable,2.2,6.3,1,0.00%
, WI,Vilas County,55125,"Non-Injury, no intent classified",9,4802,410080,1171,1137.9,1204.1,16.9,0.00%
, WI,Walworth County,55127,Unintentional,1,870,1899856,45.8,42.7,48.8,1.6,0.00%
, WI,Walworth County,55127,Suicide,2,243,1899856,12.8,11.2,14.4,0.8,0.00%
, WI,Walworth County,55127,Homicide,3,30,1899856,1.6,1.1,2.3,0.3,0.00%
, WI,Walworth County,55127,Undetermined ,4,17,1899856,Unreliable,0.5,1.4,0.2,0.00%
, WI,Walworth County,55127,"Non-Injury, no intent classified",9,15235,1899856,801.9,789.2,814.6,6.5,0.00%
, WI,Washburn County,55129,Unintentional,1,189,302566,62.5,53.6,71.4,4.5,0.00%
, WI,Washburn County,55129,Suicide,2,46,302566,15.2,11.1,20.3,2.2,0.00%
, WI,Washburn County,55129,"Non-Injury, no intent classified",9,3426,302566,1132.3,1094.4,1170.2,19.3,0.00%
, WI,Washington County,55131,Unintentional,1,1194,2430814,49.1,46.3,51.9,1.4,0.00%
, WI,Washington County,55131,Suicide,2,281,2430814,11.6,10.2,12.9,0.7,0.00%
, WI,Washington County,55131,Homicide,3,32,2430814,1.3,0.9,1.9,0.2,0.00%
